HB2014Name,GPPracticeName,BNFItemDescription,BNFItemCode,PaidDateMonth,NumberOfPaidItems
NHS Grampian,NEW DYCE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Grampian,NEW DYCE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Grampian,NEW DYCE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Lothian,BRAIDS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Lothian,BRAIDS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Lothian,BRAIDS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Lothian,BRAIDS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Lothian,BRAIDS MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Lanarkshire,NORTH AVENUE SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Lanarkshire,NORTH AVENUE SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Lanarkshire,NORTH AVENUE SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Lanarkshire,NORTH AVENUE SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Lanarkshire,NORTH AVENUE SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Lanarkshire,DR R AFUAKWAH,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Lanarkshire,DR R AFUAKWAH,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Lanarkshire,DR R AFUAKWAH,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Lanarkshire,DR R AFUAKWAH,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Lanarkshire,DR R AFUAKWAH,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Borders,EILDON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Borders,EILDON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Borders,EILDON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Borders,EILDON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Borders,EILDON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Grampian,NEW DYCE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Grampian,NEW DYCE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Grampian,NEW DYCE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Grampian,NEW DYCE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Grampian,NEW DYCE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Western Isles,BROADBAY MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,0
NHS Western Isles,BROADBAY MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,7
NHS Western Isles,BROADBAY MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Western Isles,BROADBAY MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,2
NHS Western Isles,BROADBAY MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,9
NHS Borders,EILDON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Borders,EILDON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Borders,EILDON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Borders,EILDON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Borders,EILDON SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,31
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Dumfries and Galloway,LOCHINCH PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Fife,THE LINKS PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Grampian,ELMBANK GROUP PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Grampian,ELMBANK GROUP PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Grampian,ELMBANK GROUP PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Grampian,ELMBANK GROUP PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Grampian,ELMBANK GROUP PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Fife,CROSSGATES MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Fife,CROSSGATES MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Fife,CROSSGATES MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Fife,CROSSGATES MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Fife,CROSSGATES MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Borders,ROXBURGH STREET SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Borders,ROXBURGH STREET SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Borders,ROXBURGH STREET SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Borders,ROXBURGH STREET SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Borders,ROXBURGH STREET SURGERY,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Lanarkshire,DR R AFUAKWAH,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Lanarkshire,DR R AFUAKWAH,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Lanarkshire,DR R AFUAKWAH,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Lanarkshire,DR R AFUAKWAH,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Lanarkshire,DR R AFUAKWAH,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Borders,MERSE MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,1
NHS Borders,MERSE MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,3
NHS Borders,MERSE MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,3
NHS Borders,MERSE MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,1
NHS Borders,MERSE MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,3
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Forth Valley,EDENKILN SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Forth Valley,EDENKILN SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Forth Valley,EDENKILN SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Forth Valley,EDENKILN SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Forth Valley,EDENKILN SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Shetland,LEVENWICK MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Shetland,LEVENWICK MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Shetland,LEVENWICK MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,12
NHS Shetland,LEVENWICK MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Shetland,LEVENWICK MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Borders,ROXBURGH STREET SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Borders,ROXBURGH STREET SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Borders,ROXBURGH STREET SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Borders,ROXBURGH STREET SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Borders,ROXBURGH STREET SURGERY,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Shetland,BIXTER HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Shetland,BIXTER HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Shetland,BIXTER HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Shetland,BIXTER HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Shetland,BIXTER HEALTH CENTRE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Borders,JEDBURGH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,2
NHS Borders,JEDBURGH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,9
NHS Borders,JEDBURGH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,3
NHS Borders,JEDBURGH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,2
NHS Borders,JEDBURGH MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,9
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,ICHTHAMMOL_(S),190400000AACBCB,2019-04-01,1
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,ICHTHAMMOL_(S),190400000AACBCB,2019-05-01,1
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,ICHTHAMMOL_(S),190400000AACBCB,2019-06-01,8
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,ICHTHAMMOL_(S),190400000AACBCB,2019-07-01,6
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,ICHTHAMMOL_(S),190400000AACBCB,2019-08-01,3
NHS Grampian,WESTBURN MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Grampian,WESTBURN MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Grampian,WESTBURN MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Grampian,WESTBURN MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Grampian,WESTBURN MEDICAL GROUP,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,32
NHS Lothian,NIDDRIE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Lothian,NIDDRIE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Lothian,NIDDRIE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Lothian,NIDDRIE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Lothian,NIDDRIE MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Fife,EDEN VILLA PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Fife,EDEN VILLA PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Fife,EDEN VILLA PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Fife,EDEN VILLA PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Fife,EDEN VILLA PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Borders,SELKIRK MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,2
NHS Borders,SELKIRK MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,9
NHS Borders,SELKIRK MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Borders,SELKIRK MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Borders,SELKIRK MEDICAL PRACTICE,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,9
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,29
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Fife,COWDENBEATH SURGERY,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,29
NHS Borders,SELKIRK MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Borders,SELKIRK MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Borders,SELKIRK MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Borders,SELKIRK MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Borders,SELKIRK MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Grampian,NEW DYCE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Grampian,NEW DYCE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Grampian,NEW DYCE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,33
NHS Grampian,NEW DYCE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Grampian,NEW DYCE MEDICAL PRACTICE,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Lanarkshire,DR C M MCCANN,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
