age,hb_name,hb_code,measure,sex,quarter_date,los,stays,avlos
30-39,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2019-01-01,171.0,123.0,1.39
60-69,NHS Borders,S08000016,All Daycases,A,2018-07-01,16.0,16.0,1.0
70-79,NHS Lanarkshire,S08000023,Elective Inpatients,A,2018-10-01,57.0,32.0,1.78
20-29,NHS Orkney,S08000025,Emergency Inpatients,A,2018-10-01,1.0,1.0,1.0
20-29,NHS Dumfries & Galloway,S08000017,Elective Inpatients,A,2018-04-01,2.0,2.0,1.0
70-79,NHS Lanarkshire,S08000023,Elective Inpatients,A,2019-01-01,53.0,37.0,1.43
40-49,NHS Ayrshire & Arran,S08000015,All Daycases,B,2018-10-01,35.0,33.0,1.06
0-9,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2018-07-01,8.0,8.0,1.0
70-79,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2018-04-01,1323.0,364.0,3.63
80-89,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2018-10-01,502.0,83.0,6.05
10-19,NHS Highland,S08000022,All Daycases,B,2018-04-01,5.0,5.0,1.0
30-39,NHS Lanarkshire,S08000023,Elective Inpatients,A,2018-07-01,12.0,11.0,1.09
10-19,NHS Grampian,S08000020,All Daycases,B,2018-10-01,8.0,8.0,1.0
40-49,NHS Tayside,S08000030,Elective Inpatients,A,2018-07-01,11.0,7.0,1.57
50-59,NHS Borders,S08000016,Elective Inpatients,A,2018-04-01,5.0,3.0,1.67
70-79,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2019-01-01,158.0,32.0,4.94
40-49,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,B,2018-10-01,27.0,15.0,1.8
30-39,NHS Shetland,S08000026,Elective Inpatients,A,2019-01-01,0.0,0.0,
70-79,NHS Orkney,S08000025,Emergency Inpatients,A,2018-07-01,16.0,4.0,4.0
80-89,NHS Highland,S08000022,All Daycases,B,2018-10-01,27.0,26.0,1.04
70-79,NHS Lothian,S08000024,Emergency Inpatients,A,2018-07-01,811.0,160.0,5.07
30-39,NHS Shetland,S08000026,Emergency Inpatients,B,2018-10-01,2.0,2.0,1.0
90+,NHS Orkney,S08000025,All Daycases,B,2018-04-01,0.0,0.0,
60-69,NHS Highland,S08000022,Emergency Inpatients,B,2018-04-01,140.0,48.0,2.92
10-19,NHS Fife,S08000029,Emergency Inpatients,B,2019-01-01,8.0,7.0,1.14
90+,NHS Forth Valley,S08000019,Elective Inpatients,A,2018-10-01,9.0,1.0,9.0
60-69,NHS Lothian,S08000024,All Daycases,A,2019-01-01,131.0,130.0,1.01
40-49,NHS Ayrshire & Arran,S08000015,All Daycases,B,2018-04-01,31.0,30.0,1.03
50-59,NHS Shetland,S08000026,All Daycases,A,2018-10-01,3.0,3.0,1.0
50-59,NHS Lanarkshire,S08000023,All Daycases,B,2019-01-01,86.0,84.0,1.02
40-49,NHS Lanarkshire,S08000023,Elective Inpatients,B,2018-04-01,14.0,13.0,1.08
20-29,NHS Tayside,S08000030,Emergency Inpatients,B,2018-04-01,32.0,18.0,1.78
50-59,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2018-04-01,75.0,74.0,1.01
10-19,NHS Shetland,S08000026,Emergency Inpatients,A,2019-01-01,0.0,0.0,
70-79,NHS Dumfries & Galloway,S08000017,All Daycases,B,2018-07-01,27.0,26.0,1.04
90+,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2019-01-01,53.0,4.0,13.25
0-9,NHS Fife,S08000029,All Daycases,B,2018-10-01,4.0,4.0,1.0
50-59,NHS Dumfries & Galloway,S08000017,Elective Inpatients,A,2019-01-01,7.0,6.0,1.17
80-89,NHS Dumfries & Galloway,S08000017,Elective Inpatients,A,2018-04-01,19.0,4.0,4.75
70-79,NHS Forth Valley,S08000019,Emergency Inpatients,A,2018-04-01,245.0,37.0,6.62
40-49,NHS Borders,S08000016,All Daycases,B,2019-01-01,7.0,7.0,1.0
0-9,NHS Grampian,S08000020,Elective Inpatients,A,2019-01-01,1.0,1.0,1.0
90+,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2019-01-01,36.0,33.0,1.09
50-59,NHS Borders,S08000016,All Daycases,B,2018-07-01,14.0,13.0,1.08
60-69,NHS Forth Valley,S08000019,All Daycases,B,2018-10-01,34.0,31.0,1.1
20-29,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-07-01,88.0,85.0,1.04
10-19,NHS Lanarkshire,S08000023,Elective Inpatients,B,2018-07-01,4.0,4.0,1.0
80-89,NHS Fife,S08000029,Emergency Inpatients,A,2018-07-01,325.0,39.0,8.33
90+,NHS Tayside,S08000030,All Daycases,B,2018-04-01,7.0,7.0,1.0
80-89,NHS Highland,S08000022,Elective Inpatients,B,2018-10-01,23.0,7.0,3.29
50-59,NHS Grampian,S08000020,Emergency Inpatients,B,2018-10-01,149.0,70.0,2.13
20-29,NHS Lothian,S08000024,Elective Inpatients,A,2019-01-01,13.0,12.0,1.08
80-89,NHS Forth Valley,S08000019,Elective Inpatients,A,2018-04-01,36.0,5.0,7.2
50-59,NHS Lothian,S08000024,All Daycases,A,2018-07-01,120.0,118.0,1.02
50-59,NHS Highland,S08000022,Elective Inpatients,A,2018-04-01,10.0,9.0,1.11
70-79,NHS Fife,S08000029,All Daycases,B,2018-10-01,49.0,46.0,1.07
0-9,NHS Fife,S08000029,Elective Inpatients,A,2018-07-01,1.0,1.0,1.0
80-89,NHS Grampian,S08000020,Emergency Inpatients,B,2018-07-01,456.0,53.0,8.6
60-69,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2018-07-01,335.0,136.0,2.46
70-79,NHS Lothian,S08000024,Elective Inpatients,A,2019-01-01,94.0,42.0,2.24
90+,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2018-10-01,54.0,10.0,5.4
20-29,NHS Forth Valley,S08000019,Elective Inpatients,A,2018-04-01,2.0,2.0,1.0
70-79,NHS Lothian,S08000024,All Daycases,A,2018-04-01,133.0,131.0,1.02
20-29,NHS Tayside,S08000030,All Daycases,A,2019-01-01,17.0,16.0,1.06
40-49,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-04-01,153.0,140.0,1.09
30-39,NHS Fife,S08000029,All Daycases,B,2018-10-01,19.0,18.0,1.06
90+,NHS Borders,S08000016,Emergency Inpatients,B,2018-04-01,33.0,2.0,16.5
30-39,NHS Highland,S08000022,Elective Inpatients,B,2018-07-01,4.0,4.0,1.0
80-89,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2019-01-01,185.0,18.0,10.28
60-69,NHS Fife,S08000029,All Daycases,B,2018-04-01,51.0,46.0,1.11
80-89,NHS Tayside,S08000030,Elective Inpatients,A,2019-01-01,54.0,10.0,5.4
80-89,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2018-10-01,204.0,200.0,1.02
50-59,NHS Tayside,S08000030,Emergency Inpatients,A,2018-07-01,169.0,55.0,3.07
50-59,NHS Shetland,S08000026,Elective Inpatients,B,2018-04-01,0.0,0.0,
80-89,NHS Lanarkshire,S08000023,All Daycases,B,2019-01-01,69.0,65.0,1.06
60-69,NHS Ayrshire & Arran,S08000015,All Daycases,A,2018-07-01,70.0,65.0,1.08
40-49,NHS Shetland,S08000026,Emergency Inpatients,A,2018-10-01,3.0,2.0,1.5
0-9,NHS Fife,S08000029,Elective Inpatients,A,2019-01-01,1.0,1.0,1.0
90+,NHS Dumfries & Galloway,S08000017,All Daycases,B,2019-01-01,3.0,3.0,1.0
10-19,NHS Grampian,S08000020,Elective Inpatients,B,2018-04-01,2.0,2.0,1.0
70-79,NHS Lothian,S08000024,Emergency Inpatients,A,2018-10-01,772.0,179.0,4.31
40-49,NHS Lothian,S08000024,Elective Inpatients,B,2018-07-01,17.0,17.0,1.0
30-39,NHS Orkney,S08000025,All Daycases,A,2018-10-01,1.0,1.0,1.0
40-49,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,B,2018-04-01,28.0,14.0,2.0
20-29,NHS Highland,S08000022,Elective Inpatients,B,2018-10-01,3.0,3.0,1.0
40-49,NHS Highland,S08000022,Emergency Inpatients,A,2018-07-01,52.0,26.0,2.0
40-49,NHS Lothian,S08000024,All Daycases,A,2018-07-01,62.0,61.0,1.02
0-9,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2018-04-01,7.0,7.0,1.0
10-19,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2018-07-01,2.0,2.0,1.0
10-19,NHS Borders,S08000016,Elective Inpatients,A,2018-04-01,0.0,0.0,
20-29,NHS Shetland,S08000026,All Daycases,B,2019-01-01,1.0,1.0,1.0
50-59,NHS Lothian,S08000024,Elective Inpatients,B,2018-07-01,37.0,28.0,1.32
70-79,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2018-04-01,363.0,333.0,1.09
10-19,NHS Highland,S08000022,Elective Inpatients,A,2018-07-01,1.0,1.0,1.0
50-59,NHS Lothian,S08000024,Elective Inpatients,A,2018-07-01,37.0,30.0,1.23
30-39,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2018-04-01,7.0,7.0,1.0
30-39,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-07-01,19.0,10.0,1.9
10-19,NHS Fife,S08000029,Elective Inpatients,B,2019-01-01,1.0,1.0,1.0
70-79,NHS Lothian,S08000024,Elective Inpatients,A,2018-04-01,88.0,42.0,2.1
10-19,NHS Grampian,S08000020,Emergency Inpatients,A,2018-07-01,16.0,13.0,1.23
70-79,NHS Orkney,S08000025,All Daycases,A,2018-04-01,4.0,4.0,1.0
40-49,NHS Orkney,S08000025,All Daycases,B,2018-04-01,1.0,1.0,1.0
40-49,NHS Tayside,S08000030,Elective Inpatients,A,2018-10-01,11.0,8.0,1.38
50-59,NHS Grampian,S08000020,Emergency Inpatients,A,2018-07-01,194.0,79.0,2.46
50-59,NHS Lothian,S08000024,All Daycases,B,2018-04-01,122.0,111.0,1.1
30-39,NHS Highland,S08000022,Elective Inpatients,B,2018-10-01,4.0,4.0,1.0
60-69,NHS Fife,S08000029,All Daycases,B,2018-10-01,50.0,46.0,1.09
40-49,NHS Forth Valley,S08000019,All Daycases,A,2018-10-01,16.0,15.0,1.07
60-69,NHS Lothian,S08000024,All Daycases,B,2018-07-01,139.0,138.0,1.01
90+,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-07-01,38.0,38.0,1.0
80-89,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2018-10-01,43.0,14.0,3.07
70-79,NHS Tayside,S08000030,All Daycases,A,2018-10-01,64.0,59.0,1.08
30-39,NHS Highland,S08000022,All Daycases,A,2018-07-01,17.0,16.0,1.06
30-39,NHS Lothian,S08000024,Emergency Inpatients,B,2018-10-01,99.0,54.0,1.83
40-49,NHS Lothian,S08000024,Emergency Inpatients,B,2018-04-01,154.0,70.0,2.2
60-69,NHS Lothian,S08000024,All Daycases,A,2018-04-01,128.0,127.0,1.01
10-19,NHS Tayside,S08000030,Elective Inpatients,A,2018-04-01,2.0,2.0,1.0
20-29,NHS Orkney,S08000025,Elective Inpatients,B,2019-01-01,0.0,0.0,
10-19,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2018-04-01,47.0,46.0,1.02
50-59,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2018-07-01,204.0,112.0,1.82
20-29,NHS Dumfries & Galloway,S08000017,All Daycases,A,2018-10-01,6.0,6.0,1.0
10-19,NHS Lothian,S08000024,All Daycases,B,2018-07-01,17.0,16.0,1.06
70-79,NHS Shetland,S08000026,All Daycases,B,2019-01-01,3.0,3.0,1.0
20-29,NHS Forth Valley,S08000019,Elective Inpatients,B,2018-10-01,2.0,2.0,1.0
50-59,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2018-04-01,656.0,314.0,2.09
60-69,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2018-04-01,110.0,89.0,1.24
70-79,NHS Tayside,S08000030,All Daycases,A,2018-07-01,55.0,52.0,1.06
80-89,NHS Forth Valley,S08000019,All Daycases,A,2018-07-01,18.0,18.0,1.0
40-49,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-07-01,10.0,9.0,1.11
90+,NHS Tayside,S08000030,Elective Inpatients,B,2018-04-01,14.0,1.0,14.0
0-9,NHS Lothian,S08000024,Elective Inpatients,B,2019-01-01,3.0,3.0,1.0
80-89,NHS Orkney,S08000025,Elective Inpatients,A,2019-01-01,1.0,0.0,inf
30-39,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2018-07-01,158.0,117.0,1.35
10-19,NHS Lothian,S08000024,All Daycases,A,2018-04-01,17.0,16.0,1.06
10-19,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2018-10-01,40.0,39.0,1.03
50-59,NHS Grampian,S08000020,Emergency Inpatients,B,2018-07-01,160.0,66.0,2.42
20-29,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2018-10-01,136.0,115.0,1.18
40-49,NHS Lanarkshire,S08000023,Emergency Inpatients,B,2018-04-01,92.0,61.0,1.51
50-59,NHS Borders,S08000016,Emergency Inpatients,B,2018-10-01,35.0,15.0,2.33
90+,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-04-01,15.0,2.0,7.5
10-19,NHS Lothian,S08000024,Elective Inpatients,B,2018-10-01,5.0,5.0,1.0
10-19,NHS Forth Valley,S08000019,Elective Inpatients,B,2018-10-01,1.0,1.0,1.0
10-19,NHS Highland,S08000022,Elective Inpatients,A,2019-01-01,1.0,1.0,1.0
0-9,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2018-04-01,7.0,7.0,1.0
40-49,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2018-04-01,318.0,160.0,1.99
20-29,NHS Lanarkshire,S08000023,All Daycases,A,2019-01-01,35.0,34.0,1.03
20-29,NHS Dumfries & Galloway,S08000017,All Daycases,B,2018-07-01,7.0,7.0,1.0
60-69,NHS Tayside,S08000030,Emergency Inpatients,A,2018-07-01,258.0,66.0,3.91
50-59,NHS Shetland,S08000026,All Daycases,A,2018-04-01,3.0,3.0,1.0
50-59,NHS Dumfries & Galloway,S08000017,Elective Inpatients,A,2018-04-01,7.0,5.0,1.4
0-9,NHS Lanarkshire,S08000023,All Daycases,B,2018-07-01,9.0,9.0,1.0
60-69,NHS Ayrshire & Arran,S08000015,All Daycases,A,2018-10-01,75.0,70.0,1.07
60-69,NHS Highland,S08000022,Elective Inpatients,A,2018-10-01,17.0,12.0,1.42
20-29,NHS Shetland,S08000026,Emergency Inpatients,A,2019-01-01,1.0,1.0,1.0
50-59,NHS Borders,S08000016,All Daycases,B,2019-01-01,14.0,13.0,1.08
10-19,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-07-01,5.0,4.0,1.25
50-59,NHS Lothian,S08000024,All Daycases,B,2018-10-01,115.0,106.0,1.08
30-39,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2018-10-01,36.0,33.0,1.09
80-89,NHS Lanarkshire,S08000023,Elective Inpatients,A,2019-01-01,63.0,21.0,3.0
40-49,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2019-01-01,297.0,163.0,1.82
10-19,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2019-01-01,2.0,2.0,1.0
30-39,NHS Ayrshire & Arran,S08000015,All Daycases,B,2018-07-01,26.0,25.0,1.04
20-29,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,A,2018-07-01,35.0,27.0,1.3
50-59,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-04-01,19.0,18.0,1.06
10-19,NHS Orkney,S08000025,Emergency Inpatients,B,2019-01-01,0.0,0.0,
80-89,NHS Lanarkshire,S08000023,All Daycases,B,2018-07-01,73.0,69.0,1.06
0-9,NHS Fife,S08000029,All Daycases,B,2018-04-01,4.0,4.0,1.0
80-89,NHS Grampian,S08000020,All Daycases,A,2019-01-01,51.0,49.0,1.04
20-29,NHS Lothian,S08000024,All Daycases,A,2018-07-01,43.0,40.0,1.08
70-79,NHS Orkney,S08000025,All Daycases,A,2018-07-01,4.0,4.0,1.0
90+,NHS Lothian,S08000024,Emergency Inpatients,A,2018-04-01,264.0,21.0,12.57
90+,NHS Borders,S08000016,All Daycases,B,2019-01-01,1.0,1.0,1.0
10-19,NHS Borders,S08000016,Elective Inpatients,A,2019-01-01,0.0,0.0,
10-19,NHS Orkney,S08000025,Elective Inpatients,B,2018-07-01,0.0,0.0,
30-39,NHS Forth Valley,S08000019,Emergency Inpatients,B,2018-07-01,32.0,13.0,2.46
10-19,NHS Shetland,S08000026,Emergency Inpatients,A,2018-07-01,0.0,0.0,
70-79,NHS Fife,S08000029,All Daycases,B,2018-07-01,52.0,51.0,1.02
50-59,NHS Lothian,S08000024,All Daycases,B,2019-01-01,104.0,97.0,1.07
50-59,NHS Forth Valley,S08000019,All Daycases,B,2018-10-01,24.0,24.0,1.0
50-59,NHS Fife,S08000029,All Daycases,A,2018-04-01,41.0,40.0,1.02
30-39,NHS Fife,S08000029,Elective Inpatients,A,2018-04-01,5.0,5.0,1.0
60-69,NHS Lanarkshire,S08000023,Elective Inpatients,A,2018-10-01,36.0,30.0,1.2
40-49,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-10-01,142.0,132.0,1.08
70-79,NHS Highland,S08000022,Emergency Inpatients,A,2019-01-01,233.0,51.0,4.57
10-19,NHS Grampian,S08000020,All Daycases,B,2018-04-01,11.0,10.0,1.1
40-49,NHS Fife,S08000029,Elective Inpatients,B,2019-01-01,7.0,7.0,1.0
80-89,NHS Lothian,S08000024,All Daycases,B,2018-04-01,79.0,78.0,1.01
20-29,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-10-01,86.0,84.0,1.02
10-19,NHS Lothian,S08000024,All Daycases,A,2018-07-01,19.0,18.0,1.06
70-79,NHS Lothian,S08000024,Elective Inpatients,A,2018-07-01,87.0,41.0,2.12
0-9,NHS Lanarkshire,S08000023,All Daycases,B,2019-01-01,9.0,9.0,1.0
10-19,NHS Forth Valley,S08000019,Elective Inpatients,B,2018-07-01,1.0,1.0,1.0
60-69,NHS Lothian,S08000024,Elective Inpatients,B,2019-01-01,53.0,36.0,1.47
80-89,NHS Tayside,S08000030,Emergency Inpatients,B,2018-10-01,376.0,40.0,9.4
20-29,NHS Grampian,S08000020,Elective Inpatients,A,2018-10-01,6.0,6.0,1.0
40-49,NHS Lothian,S08000024,Emergency Inpatients,B,2018-07-01,154.0,71.0,2.17
20-29,NHS Tayside,S08000030,Elective Inpatients,A,2019-01-01,4.0,4.0,1.0
70-79,NHS Shetland,S08000026,All Daycases,B,2018-10-01,3.0,3.0,1.0
10-19,NHS Lothian,S08000024,All Daycases,B,2019-01-01,17.0,17.0,1.0
30-39,NHS Ayrshire & Arran,S08000015,All Daycases,B,2018-10-01,25.0,24.0,1.04
20-29,NHS Orkney,S08000025,Emergency Inpatients,B,2019-01-01,1.0,1.0,1.0
20-29,NHS Lothian,S08000024,All Daycases,A,2019-01-01,42.0,42.0,1.0
40-49,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,A,2018-07-01,90.0,43.0,2.09
70-79,NHS Orkney,S08000025,Emergency Inpatients,A,2019-01-01,16.0,5.0,3.2
90+,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2019-01-01,16.0,2.0,8.0
90+,NHS Lothian,S08000024,Emergency Inpatients,B,2018-07-01,279.0,21.0,13.29
50-59,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2018-07-01,18.0,18.0,1.0
90+,NHS Tayside,S08000030,Elective Inpatients,B,2018-10-01,14.0,2.0,7.0
80-89,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2019-01-01,508.0,89.0,5.71
0-9,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2018-04-01,31.0,29.0,1.07
40-49,NHS Fife,S08000029,Emergency Inpatients,B,2018-10-01,50.0,27.0,1.85
50-59,NHS Tayside,S08000030,All Daycases,A,2018-04-01,45.0,43.0,1.05
20-29,NHS Orkney,S08000025,Emergency Inpatients,A,2019-01-01,1.0,1.0,1.0
10-19,NHS Fife,S08000029,Emergency Inpatients,B,2018-04-01,8.0,7.0,1.14
30-39,NHS Lothian,S08000024,Elective Inpatients,B,2018-04-01,14.0,14.0,1.0
90+,NHS Lanarkshire,S08000023,Elective Inpatients,A,2018-10-01,22.0,4.0,5.5
40-49,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2019-01-01,9.0,9.0,1.0
10-19,NHS Grampian,S08000020,All Daycases,B,2019-01-01,11.0,10.0,1.1
40-49,NHS Shetland,S08000026,Elective Inpatients,A,2018-04-01,0.0,0.0,
60-69,NHS Fife,S08000029,Elective Inpatients,A,2018-10-01,20.0,13.0,1.54
10-19,NHS Highland,S08000022,All Daycases,B,2018-07-01,5.0,5.0,1.0
40-49,NHS Shetland,S08000026,Elective Inpatients,A,2018-10-01,0.0,0.0,
40-49,NHS Lanarkshire,S08000023,Emergency Inpatients,B,2018-07-01,97.0,69.0,1.41
40-49,NHS Highland,S08000022,All Daycases,B,2018-04-01,18.0,17.0,1.06
80-89,NHS Dumfries & Galloway,S08000017,Elective Inpatients,B,2018-04-01,15.0,4.0,3.75
10-19,NHS Borders,S08000016,Elective Inpatients,A,2018-07-01,0.0,0.0,
0-9,NHS Ayrshire & Arran,S08000015,Elective Inpatients,A,2019-01-01,1.0,1.0,1.0
70-79,NHS Forth Valley,S08000019,All Daycases,B,2018-10-01,31.0,29.0,1.07
20-29,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-04-01,15.0,9.0,1.67
60-69,NHS Forth Valley,S08000019,All Daycases,A,2019-01-01,32.0,30.0,1.07
90+,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2018-07-01,48.0,10.0,4.8
30-39,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-04-01,122.0,113.0,1.08
90+,NHS Tayside,S08000030,Elective Inpatients,A,2018-04-01,16.0,1.0,16.0
20-29,NHS Shetland,S08000026,All Daycases,B,2018-04-01,1.0,1.0,1.0
60-69,NHS Forth Valley,S08000019,Emergency Inpatients,B,2018-10-01,145.0,38.0,3.82
10-19,NHS Greater Glasgow & Clyde,S08000021,All Daycases,B,2018-10-01,39.0,36.0,1.08
50-59,NHS Lanarkshire,S08000023,Emergency Inpatients,A,2019-01-01,211.0,111.0,1.9
90+,NHS Grampian,S08000020,All Daycases,A,2018-04-01,11.0,10.0,1.1
50-59,NHS Lanarkshire,S08000023,All Daycases,A,2018-07-01,87.0,87.0,1.0
20-29,NHS Tayside,S08000030,Elective Inpatients,A,2018-10-01,4.0,4.0,1.0
50-59,NHS Highland,S08000022,Emergency Inpatients,A,2019-01-01,99.0,43.0,2.3
10-19,NHS Forth Valley,S08000019,Emergency Inpatients,A,2018-07-01,9.0,5.0,1.8
10-19,NHS Lanarkshire,S08000023,All Daycases,A,2018-07-01,15.0,14.0,1.07
50-59,NHS Borders,S08000016,All Daycases,A,2018-07-01,12.0,12.0,1.0
90+,NHS Tayside,S08000030,Emergency Inpatients,A,2019-01-01,156.0,9.0,17.33
70-79,NHS Tayside,S08000030,All Daycases,B,2018-04-01,54.0,51.0,1.06
70-79,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,A,2018-04-01,365.0,95.0,3.84
80-89,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2018-10-01,193.0,56.0,3.45
30-39,NHS Fife,S08000029,Emergency Inpatients,A,2019-01-01,36.0,23.0,1.57
10-19,NHS Grampian,S08000020,Emergency Inpatients,A,2019-01-01,14.0,12.0,1.17
30-39,NHS Grampian,S08000020,Elective Inpatients,A,2018-07-01,8.0,8.0,1.0
10-19,NHS Highland,S08000022,All Daycases,B,2019-01-01,4.0,4.0,1.0
10-19,NHS Lothian,S08000024,Emergency Inpatients,B,2018-04-01,27.0,20.0,1.35
80-89,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,B,2019-01-01,170.0,52.0,3.27
0-9,NHS Lanarkshire,S08000023,All Daycases,B,2018-10-01,9.0,9.0,1.0
30-39,NHS Shetland,S08000026,Elective Inpatients,A,2018-07-01,0.0,0.0,
20-29,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,A,2019-01-01,129.0,107.0,1.21
90+,NHS Highland,S08000022,Emergency Inpatients,A,2018-04-01,87.0,6.0,14.5
50-59,NHS Shetland,S08000026,Elective Inpatients,B,2018-07-01,0.0,0.0,
40-49,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2018-07-01,141.0,140.0,1.01
40-49,NHS Lothian,S08000024,All Daycases,A,2018-04-01,68.0,62.0,1.1
60-69,NHS Lanarkshire,S08000023,All Daycases,A,2018-10-01,116.0,111.0,1.05
40-49,NHS Shetland,S08000026,Emergency Inpatients,A,2019-01-01,3.0,2.0,1.5
70-79,NHS Greater Glasgow & Clyde,S08000021,All Daycases,A,2018-07-01,295.0,287.0,1.03
10-19,NHS Orkney,S08000025,Emergency Inpatients,A,2019-01-01,0.0,0.0,
80-89,NHS Orkney,S08000025,Elective Inpatients,A,2018-10-01,1.0,0.0,inf
70-79,NHS Dumfries & Galloway,S08000017,All Daycases,B,2018-04-01,27.0,25.0,1.08
10-19,NHS Fife,S08000029,Elective Inpatients,A,2018-04-01,2.0,2.0,1.0
90+,NHS Fife,S08000029,All Daycases,A,2018-04-01,6.0,6.0,1.0
40-49,NHS Greater Glasgow & Clyde,S08000021,Emergency Inpatients,B,2018-10-01,297.0,164.0,1.81
0-9,NHS Ayrshire & Arran,S08000015,All Daycases,B,2018-10-01,5.0,5.0,1.0
50-59,NHS Grampian,S08000020,Elective Inpatients,A,2018-07-01,21.0,17.0,1.24
20-29,NHS Lothian,S08000024,All Daycases,A,2018-04-01,36.0,35.0,1.03
80-89,NHS Ayrshire & Arran,S08000015,All Daycases,B,2018-10-01,45.0,42.0,1.07
0-9,NHS Shetland,S08000026,All Daycases,A,2019-01-01,0.0,0.0,
90+,NHS Tayside,S08000030,Elective Inpatients,B,2018-07-01,13.0,1.0,13.0
50-59,NHS Grampian,S08000020,Emergency Inpatients,A,2018-04-01,187.0,82.0,2.28
90+,NHS Orkney,S08000025,All Daycases,A,2018-04-01,0.0,0.0,
10-19,NHS Orkney,S08000025,Emergency Inpatients,A,2018-04-01,0.0,0.0,
0-9,NHS Greater Glasgow & Clyde,S08000021,Elective Inpatients,A,2018-10-01,6.0,6.0,1.0
20-29,NHS Dumfries & Galloway,S08000017,Emergency Inpatients,A,2018-10-01,13.0,8.0,1.62
30-39,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2019-01-01,7.0,7.0,1.0
30-39,NHS Shetland,S08000026,All Daycases,B,2018-07-01,1.0,1.0,1.0
80-89,NHS Ayrshire & Arran,S08000015,Elective Inpatients,B,2019-01-01,45.0,12.0,3.75
20-29,NHS Lothian,S08000024,Emergency Inpatients,B,2019-01-01,65.0,49.0,1.33
70-79,NHS Ayrshire & Arran,S08000015,Emergency Inpatients,B,2019-01-01,375.0,81.0,4.63
70-79,NHS Shetland,S08000026,All Daycases,B,2018-07-01,4.0,4.0,1.0
10-19,NHS Orkney,S08000025,All Daycases,A,2018-10-01,0.0,0.0,
90+,NHS Tayside,S08000030,All Daycases,B,2019-01-01,8.0,7.0,1.14
20-29,NHS Lanarkshire,S08000023,Emergency Inpatients,B,2018-10-01,42.0,40.0,1.05
