HB2014Name,GPPracticeName,HB2014,BNFItemDescription,BNFItemCode,PaidDateMonth,NumberOfPaidItems
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,S08000030,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,31
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,S08000030,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,S08000030,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Tayside,ABERFELDY AND KINLOCH RANNOCH MEDICAL PRACTICE,S08000030,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,27
NHS Lanarkshire,STEPPS SURGERY,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Lanarkshire,STEPPS SURGERY,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Lanarkshire,STEPPS SURGERY,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Lanarkshire,STEPPS SURGERY,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Lanarkshire,STEPPS SURGERY,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,11
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,S08000019,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,7
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,S08000019,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,8
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,S08000019,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,S08000019,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,7
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,S08000019,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,7
NHS Grampian,NEW DYCE MEDICAL PRACTICE,S08000020,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Grampian,NEW DYCE MEDICAL PRACTICE,S08000020,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,11
NHS Grampian,NEW DYCE MEDICAL PRACTICE,S08000020,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Grampian,NEW DYCE MEDICAL PRACTICE,S08000020,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Grampian,NEW DYCE MEDICAL PRACTICE,S08000020,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Lothian,BRAIDS MEDICAL PRACTICE,S08000024,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Lothian,BRAIDS MEDICAL PRACTICE,S08000024,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Lothian,BRAIDS MEDICAL PRACTICE,S08000024,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,31
NHS Lothian,BRAIDS MEDICAL PRACTICE,S08000024,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Lothian,BRAIDS MEDICAL PRACTICE,S08000024,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,S08000015,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,11
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,S08000015,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,11
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,S08000015,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,S08000015,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,11
NHS Ayrshire and Arran,DALBLAIR MEDICAL PRACTICE,S08000015,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,11
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,27
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,29
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Lanarkshire,NORTH AVENUE SURGERY,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Lanarkshire,DR R AFUAKWAH,S08000032,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,18
NHS Lanarkshire,DR R AFUAKWAH,S08000032,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Lanarkshire,DR R AFUAKWAH,S08000032,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Lanarkshire,DR R AFUAKWAH,S08000032,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Lanarkshire,DR R AFUAKWAH,S08000032,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,18
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,11
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,11
NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,S08000017,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,11
NHS Borders,EILDON SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,11
NHS Borders,EILDON SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Borders,EILDON SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Borders,EILDON SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Borders,EILDON SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,18
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Forth Valley,CALLANDER MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,18
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,16
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,18
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,18
NHS Forth Valley,THE WHINS MEDICAL PRACTICE,S08000019,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,18
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,30
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Grampian,NEW DYCE MEDICAL PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,32
NHS Grampian,NEW DYCE MEDICAL PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,27
NHS Grampian,NEW DYCE MEDICAL PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,27
NHS Grampian,NEW DYCE MEDICAL PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Grampian,NEW DYCE MEDICAL PRACTICE,S08000020,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Western Isles,BROADBAY MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,8
NHS Western Isles,BROADBAY MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,6
NHS Western Isles,BROADBAY MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,8
NHS Western Isles,BROADBAY MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Western Isles,BROADBAY MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,8
NHS Borders,EILDON SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Borders,EILDON SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Borders,EILDON SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Borders,EILDON SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Borders,EILDON SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,S08000017,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,S08000017,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,18
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,S08000017,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,S08000017,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,16
NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,S08000017,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Dumfries and Galloway,LOCHINCH PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,30
NHS Dumfries and Galloway,LOCHINCH PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Dumfries and Galloway,LOCHINCH PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,30
NHS Dumfries and Galloway,LOCHINCH PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,31
NHS Dumfries and Galloway,LOCHINCH PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,30
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,28
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Lanarkshire,JAMIESON MEDICAL PRACTICE,S08000032,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,11
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Fife,THE LINKS PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,18
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Grampian,ELMBANK GROUP PRACTICE,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,18
NHS Fife,CROSSGATES MEDICAL PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Fife,CROSSGATES MEDICAL PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Fife,CROSSGATES MEDICAL PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Fife,CROSSGATES MEDICAL PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Fife,CROSSGATES MEDICAL PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,11
NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Borders,ROXBURGH STREET SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Borders,ROXBURGH STREET SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Borders,ROXBURGH STREET SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Borders,ROXBURGH STREET SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,12
NHS Borders,ROXBURGH STREET SURGERY,S08000016,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Lanarkshire,DR R AFUAKWAH,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Lanarkshire,DR R AFUAKWAH,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Lanarkshire,DR R AFUAKWAH,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Lanarkshire,DR R AFUAKWAH,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,11
NHS Lanarkshire,DR R AFUAKWAH,S08000032,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,13
NHS Borders,MERSE MEDICAL PRACTICE,S08000016,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,7
NHS Borders,MERSE MEDICAL PRACTICE,S08000016,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,7
NHS Borders,MERSE MEDICAL PRACTICE,S08000016,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,7
NHS Borders,MERSE MEDICAL PRACTICE,S08000016,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,6
NHS Borders,MERSE MEDICAL PRACTICE,S08000016,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,6
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,27
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,30
NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,S08000017,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,28
NHS Forth Valley,EDENKILN SURGERY,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,33
NHS Forth Valley,EDENKILN SURGERY,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,33
NHS Forth Valley,EDENKILN SURGERY,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,27
NHS Forth Valley,EDENKILN SURGERY,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,33
NHS Forth Valley,EDENKILN SURGERY,S08000019,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,30
NHS Shetland,LEVENWICK MEDICAL PRACTICE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,11
NHS Shetland,LEVENWICK MEDICAL PRACTICE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,12
NHS Shetland,LEVENWICK MEDICAL PRACTICE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Shetland,LEVENWICK MEDICAL PRACTICE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Shetland,LEVENWICK MEDICAL PRACTICE,S08000026,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Borders,ROXBURGH STREET SURGERY,S08000016,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,18
NHS Borders,ROXBURGH STREET SURGERY,S08000016,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,17
NHS Borders,ROXBURGH STREET SURGERY,S08000016,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Borders,ROXBURGH STREET SURGERY,S08000016,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Borders,ROXBURGH STREET SURGERY,S08000016,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Shetland,BIXTER HEALTH CENTRE,S08000026,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Shetland,BIXTER HEALTH CENTRE,S08000026,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,27
NHS Shetland,BIXTER HEALTH CENTRE,S08000026,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Shetland,BIXTER HEALTH CENTRE,S08000026,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Shetland,BIXTER HEALTH CENTRE,S08000026,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Borders,JEDBURGH MEDICAL PRACTICE,S08000016,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,8
NHS Borders,JEDBURGH MEDICAL PRACTICE,S08000016,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,6
NHS Borders,JEDBURGH MEDICAL PRACTICE,S08000016,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,8
NHS Borders,JEDBURGH MEDICAL PRACTICE,S08000016,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,8
NHS Borders,JEDBURGH MEDICAL PRACTICE,S08000016,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,6
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-04-01,8
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-05-01,8
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-06-01,6
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-07-01,6
NHS Western Isles,LANGABHAT MEDICAL PRACTICE,S08000028,FREESTYLE LIBRE SENSOR KIT,21480000100,2019-08-01,6
NHS Grampian,WESTBURN MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Grampian,WESTBURN MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,16
NHS Grampian,WESTBURN MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,17
NHS Grampian,WESTBURN MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Grampian,WESTBURN MEDICAL GROUP,S08000020,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,16
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,12
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,13
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,11
NHS Western Isles,NORTH UIST MEDICAL PRACTICE,S08000028,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,29
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,32
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,32
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,29
NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,S08000022,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,31
NHS Lothian,NIDDRIE MEDICAL PRACTICE,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-04-01,17
NHS Lothian,NIDDRIE MEDICAL PRACTICE,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-05-01,18
NHS Lothian,NIDDRIE MEDICAL PRACTICE,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-06-01,16
NHS Lothian,NIDDRIE MEDICAL PRACTICE,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-07-01,17
NHS Lothian,NIDDRIE MEDICAL PRACTICE,S08000024,ELIQUIS_TAB 5MG,0208020Z0BBABAB,2019-08-01,17
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-04-01,28
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-05-01,28
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-06-01,27
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-07-01,28
NHS Ayrshire and Arran,THE CATHCART STREET MEDICAL PRACTICE,S08000015,FOSTAIR_INH 100MCG/6MCG (120D) CFF,0302000C0BQAABX,2019-08-01,33
NHS Fife,EDEN VILLA PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-04-01,13
NHS Fife,EDEN VILLA PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-05-01,13
NHS Fife,EDEN VILLA PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-06-01,11
NHS Fife,EDEN VILLA PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-07-01,13
NHS Fife,EDEN VILLA PRACTICE,S08000029,XARELTO_TAB 20MG,0208020Y0BBACAC,2019-08-01,12
