hb_name,hb_code,loc_name,loc_code,measure,sex,age,quarter_date,avlos,los,stays
Elbrus,Elbrus,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Male,50-59,2018-10-01,2,6,74
Finsteraarhorn,Finsteraarhorn,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Male,60-69,2018-04-01,29,5665,1099
Finsteraarhorn,Finsteraarhorn,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Male,60-69,2018-07-01,33,6628,1089
Finsteraarhorn,Finsteraarhorn,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Male,60-69,2018-10-01,28,6544,1012
Mont Blanc,Mont Blanc,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Female,40-49,2018-04-01,14,4632,929
Mont Blanc,Mont Blanc,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Female,40-49,2018-07-01,13,4440,1029
Mont Blanc,Mont Blanc,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Female,40-49,2018-10-01,13,4689,1016
Dent Blanche,Dent Blanche,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Male,90+,2018-04-01,9,2,198
Dent Blanche,Dent Blanche,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Male,90+,2018-07-01,4,4,212
Dent Blanche,Dent Blanche,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Male,90+,2018-10-01,3,0,207
Dom,Dom,Audubon's Shearwater,Puffinus lherminieri,All Daycases,Female,20-29,2018-04-01,0,8,172
Dom,Dom,Audubon's Shearwater,Puffinus lherminieri,All Daycases,Female,20-29,2018-07-01,5,1,148
Dom,Dom,Audubon's Shearwater,Puffinus lherminieri,All Daycases,Female,20-29,2018-10-01,8,7,170
Koshtan-Tau,Koshtan-Tau,Horned Grebe,Podiceps auritus,All Daycases,Female,70-79,2018-04-01,8,135,10212
Koshtan-Tau,Koshtan-Tau,Horned Grebe,Podiceps auritus,All Daycases,Female,70-79,2018-07-01,7,137,11483
Koshtan-Tau,Koshtan-Tau,Horned Grebe,Podiceps auritus,All Daycases,Female,70-79,2018-10-01,2,128,10260
Grand Combin,Grand Combin,Laysan Albatross,Phoebastria immutabilis,All Daycases,Female,80-89,2018-04-01,5,79,4384
Grand Combin,Grand Combin,Laysan Albatross,Phoebastria immutabilis,All Daycases,Female,80-89,2018-07-01,1,90,4252
Grand Combin,Grand Combin,Laysan Albatross,Phoebastria immutabilis,All Daycases,Female,80-89,2018-10-01,5,78,4540
Grand Combin,Grand Combin,Pink-footed Shearwater,Puffinus creatopus,Emergency Inpatients,Male,50-59,2018-04-01,39,28571,6661
Grand Combin,Grand Combin,Pink-footed Shearwater,Puffinus creatopus,Emergency Inpatients,Male,50-59,2018-07-01,38,26983,6382
Grand Combin,Grand Combin,Pink-footed Shearwater,Puffinus creatopus,Emergency Inpatients,Male,50-59,2018-10-01,42,26435,6525
Grandes Jorasses,Grandes Jorasses,Red-throated Loon,Gavia stellata,All Daycases,Female,40-49,2018-04-01,2,8,1190
Grandes Jorasses,Grandes Jorasses,Red-throated Loon,Gavia stellata,All Daycases,Female,40-49,2018-07-01,9,1,1214
Grandes Jorasses,Grandes Jorasses,Red-throated Loon,Gavia stellata,All Daycases,Female,40-49,2018-10-01,6,6,1137
Grand Combin,Grand Combin,Black-capped Petrel,Pterodroma hasitata,Emergency Inpatients,Female,60-69,2018-04-01,57,42704,7926
Grand Combin,Grand Combin,Black-capped Petrel,Pterodroma hasitata,Emergency Inpatients,Female,60-69,2018-07-01,54,48115,8164
Grand Combin,Grand Combin,Black-capped Petrel,Pterodroma hasitata,Emergency Inpatients,Female,60-69,2018-10-01,56,44763,7352
Dom,Dom,Wandering Albatross,Diomedea exulans,All Daycases,Female,40-49,2018-04-01,1,0,282
Dom,Dom,Wandering Albatross,Diomedea exulans,All Daycases,Female,40-49,2018-07-01,5,7,269
Dom,Dom,Wandering Albatross,Diomedea exulans,All Daycases,Female,40-49,2018-10-01,7,2,252
Elbrus,Elbrus,Western Grebe,Aechmophorus occidentalis,Emergency Inpatients,Female,50-59,2018-04-01,5,288,94
Elbrus,Elbrus,Western Grebe,Aechmophorus occidentalis,Emergency Inpatients,Female,50-59,2018-07-01,4,318,92
Elbrus,Elbrus,Western Grebe,Aechmophorus occidentalis,Emergency Inpatients,Female,50-59,2018-10-01,8,326,96
Weisshorn,Weisshorn,Common Loon,Gavia immer,Elective Inpatients,Female,40-49,2018-04-01,2,322,150
Weisshorn,Weisshorn,Common Loon,Gavia immer,Elective Inpatients,Female,40-49,2018-07-01,9,366,172
Weisshorn,Weisshorn,Common Loon,Gavia immer,Elective Inpatients,Female,40-49,2018-10-01,6,309,157
Grand Combin,Grand Combin,Common Loon,Gavia immer,Elective Inpatients,Male,40-49,2018-04-01,13,1713,794
Grand Combin,Grand Combin,Common Loon,Gavia immer,Elective Inpatients,Male,40-49,2018-07-01,14,1626,959
Grand Combin,Grand Combin,Common Loon,Gavia immer,Elective Inpatients,Male,40-49,2018-10-01,13,1532,849
Weisshorn,Weisshorn,Laysan Albatross,Phoebastria immutabilis,All Daycases,Male,70-79,2018-04-01,7,11,1145
Weisshorn,Weisshorn,Laysan Albatross,Phoebastria immutabilis,All Daycases,Male,70-79,2018-07-01,9,11,1149
Weisshorn,Weisshorn,Laysan Albatross,Phoebastria immutabilis,All Daycases,Male,70-79,2018-10-01,1,11,1153
Monte Rosa,Monte Rosa,Eared Grebe,Podiceps nigricollis,Emergency Inpatients,Female,10-19,2018-04-01,1,185,56
Monte Rosa,Monte Rosa,Eared Grebe,Podiceps nigricollis,Emergency Inpatients,Female,10-19,2018-07-01,1,178,63
Monte Rosa,Monte Rosa,Eared Grebe,Podiceps nigricollis,Emergency Inpatients,Female,10-19,2018-10-01,9,180,61
Dykh-Tau,Dykh-Tau,Herald Petrel,Pterodroma arminjoniana,All Daycases,Female,20-29,2018-04-01,7,1,28
Dykh-Tau,Dykh-Tau,Herald Petrel,Pterodroma arminjoniana,All Daycases,Female,20-29,2018-07-01,9,5,25
Dykh-Tau,Dykh-Tau,Herald Petrel,Pterodroma arminjoniana,All Daycases,Female,20-29,2018-10-01,8,3,28
Shkhara,Shkhara,Black-vented Shearwater,Puffinus opisthomelas,Elective Inpatients,Male,80-89,2018-04-01,14,2264,208
Shkhara,Shkhara,Black-vented Shearwater,Puffinus opisthomelas,Elective Inpatients,Male,80-89,2018-07-01,14,2068,227
Shkhara,Shkhara,Black-vented Shearwater,Puffinus opisthomelas,Elective Inpatients,Male,80-89,2018-10-01,13,2106,215
Shkhara,Shkhara,Black-footed Albatross,Phoebastria nigripes,Elective Inpatients,Male,70-79,2018-04-01,5,1843,365
Shkhara,Shkhara,Black-footed Albatross,Phoebastria nigripes,Elective Inpatients,Male,70-79,2018-07-01,1,1898,376
Shkhara,Shkhara,Black-footed Albatross,Phoebastria nigripes,Elective Inpatients,Male,70-79,2018-10-01,1,1920,364
Shkhara,Shkhara,Eared Grebe,Podiceps nigricollis,Elective Inpatients,Female,30-39,2018-04-01,0,294,129
Shkhara,Shkhara,Eared Grebe,Podiceps nigricollis,Elective Inpatients,Female,30-39,2018-07-01,7,295,138
Shkhara,Shkhara,Eared Grebe,Podiceps nigricollis,Elective Inpatients,Female,30-39,2018-10-01,6,293,124
Rimpfischhorn,Rimpfischhorn,Leach's Storm-Petrel,Oceanodroma leucorhoa,Emergency Inpatients,Male,40-49,2018-04-01,22,8127,1598
Rimpfischhorn,Rimpfischhorn,Leach's Storm-Petrel,Oceanodroma leucorhoa,Emergency Inpatients,Male,40-49,2018-07-01,22,7689,1706
Rimpfischhorn,Rimpfischhorn,Leach's Storm-Petrel,Oceanodroma leucorhoa,Emergency Inpatients,Male,40-49,2018-10-01,22,8111,1557
Dent Blanche,Dent Blanche,Wandering Albatross,Diomedea exulans,Elective Inpatients,Female,90+,2018-04-01,17,918,61
Dent Blanche,Dent Blanche,Wandering Albatross,Diomedea exulans,Elective Inpatients,Female,90+,2018-07-01,17,821,61
Dent Blanche,Dent Blanche,Wandering Albatross,Diomedea exulans,Elective Inpatients,Female,90+,2018-10-01,17,849,65
Monte Rosa,Monte Rosa,Audubon's Shearwater,Puffinus lherminieri,Emergency Inpatients,Male,80-89,2018-04-01,19,4856,306
Monte Rosa,Monte Rosa,Audubon's Shearwater,Puffinus lherminieri,Emergency Inpatients,Male,80-89,2018-07-01,18,4934,262
Monte Rosa,Monte Rosa,Audubon's Shearwater,Puffinus lherminieri,Emergency Inpatients,Male,80-89,2018-10-01,18,5060,272
Grand Combin,Grand Combin,Black-browed Albatross,Thalassarche melanophris,Emergency Inpatients,Female,60-69,2018-04-01,54,42571,7932
Grand Combin,Grand Combin,Black-browed Albatross,Thalassarche melanophris,Emergency Inpatients,Female,60-69,2018-07-01,54,48068,8104
Grand Combin,Grand Combin,Black-browed Albatross,Thalassarche melanophris,Emergency Inpatients,Female,60-69,2018-10-01,57,44901,7537
Weisshorn,Weisshorn,Buller's Shearwater,Puffinus bulleri,All Daycases,Female,20-29,2018-04-01,0,0,307
Weisshorn,Weisshorn,Buller's Shearwater,Puffinus bulleri,All Daycases,Female,20-29,2018-07-01,0,1,350
Weisshorn,Weisshorn,Buller's Shearwater,Puffinus bulleri,All Daycases,Female,20-29,2018-10-01,7,3,295
Dom,Dom,Yellow-billed Loon,Gavia adamsii,Emergency Inpatients,Male,0-9,2018-04-01,9,131,50
Dom,Dom,Yellow-billed Loon,Gavia adamsii,Emergency Inpatients,Male,0-9,2018-07-01,0,126,59
Dom,Dom,Yellow-billed Loon,Gavia adamsii,Emergency Inpatients,Male,0-9,2018-10-01,6,129,54
Mont Blanc,Mont Blanc,Laysan Albatross,Phoebastria immutabilis,All Daycases,Male,40-49,2018-04-01,9,3,736
Mont Blanc,Mont Blanc,Laysan Albatross,Phoebastria immutabilis,All Daycases,Male,40-49,2018-07-01,4,3,700
Mont Blanc,Mont Blanc,Laysan Albatross,Phoebastria immutabilis,All Daycases,Male,40-49,2018-10-01,6,8,749
Rimpfischhorn,Rimpfischhorn,Manx Shearwater,Puffinus puffinus,Emergency Inpatients,Male,60-69,2018-04-01,36,21579,3680
Rimpfischhorn,Rimpfischhorn,Manx Shearwater,Puffinus puffinus,Emergency Inpatients,Male,60-69,2018-07-01,34,22244,3205
Rimpfischhorn,Rimpfischhorn,Manx Shearwater,Puffinus puffinus,Emergency Inpatients,Male,60-69,2018-10-01,32,22233,3499
Mont Blanc,Mont Blanc,Horned Grebe,Podiceps auritus,All Daycases,Male,80-89,2018-04-01,7,20,968
Mont Blanc,Mont Blanc,Horned Grebe,Podiceps auritus,All Daycases,Male,80-89,2018-07-01,5,20,919
Mont Blanc,Mont Blanc,Horned Grebe,Podiceps auritus,All Daycases,Male,80-89,2018-10-01,2,20,883
Rimpfischhorn,Rimpfischhorn,Black-capped Petrel,Pterodroma hasitata,All Daycases,Female,80-89,2018-04-01,2,46,1835
Rimpfischhorn,Rimpfischhorn,Black-capped Petrel,Pterodroma hasitata,All Daycases,Female,80-89,2018-07-01,4,49,1969
Rimpfischhorn,Rimpfischhorn,Black-capped Petrel,Pterodroma hasitata,All Daycases,Female,80-89,2018-10-01,0,49,1777
Dom,Dom,Streaked Shearwater,Calonectris leucomelas,All Daycases,Male,0-9,2018-04-01,4,0,41
Dom,Dom,Streaked Shearwater,Calonectris leucomelas,All Daycases,Male,0-9,2018-07-01,7,6,46
Dom,Dom,Streaked Shearwater,Calonectris leucomelas,All Daycases,Male,0-9,2018-10-01,3,8,45
Monte Rosa,Monte Rosa,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Male,20-29,2018-04-01,8,49,27
Monte Rosa,Monte Rosa,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Male,20-29,2018-07-01,6,46,28
Monte Rosa,Monte Rosa,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Male,20-29,2018-10-01,6,49,30
Monte Rosa,Monte Rosa,Horned Grebe,Podiceps auritus,Emergency Inpatients,Male,30-39,2018-04-01,5,629,173
Monte Rosa,Monte Rosa,Horned Grebe,Podiceps auritus,Emergency Inpatients,Male,30-39,2018-07-01,2,547,159
Monte Rosa,Monte Rosa,Horned Grebe,Podiceps auritus,Emergency Inpatients,Male,30-39,2018-10-01,6,548,150
Grandes Jorasses,Grandes Jorasses,Mottled Petrel,Pterodroma inexpectata,All Daycases,Female,20-29,2018-04-01,6,8,771
Grandes Jorasses,Grandes Jorasses,Mottled Petrel,Pterodroma inexpectata,All Daycases,Female,20-29,2018-07-01,5,2,772
Grandes Jorasses,Grandes Jorasses,Mottled Petrel,Pterodroma inexpectata,All Daycases,Female,20-29,2018-10-01,0,8,731
Matterhorn,Matterhorn,Sooty Shearwater,Puffinus griseus,All Daycases,Female,80-89,2018-04-01,2,15,432
Matterhorn,Matterhorn,Sooty Shearwater,Puffinus griseus,All Daycases,Female,80-89,2018-07-01,1,14,436
Matterhorn,Matterhorn,Sooty Shearwater,Puffinus griseus,All Daycases,Female,80-89,2018-10-01,6,14,447
Grand Combin,Grand Combin,Flesh-footed Shearwater,Puffinus carneipes,All Daycases,Female,70-79,2018-04-01,1,82,6609
Grand Combin,Grand Combin,Flesh-footed Shearwater,Puffinus carneipes,All Daycases,Female,70-79,2018-07-01,4,72,6312
Grand Combin,Grand Combin,Flesh-footed Shearwater,Puffinus carneipes,All Daycases,Female,70-79,2018-10-01,2,75,6920
Finsteraarhorn,Finsteraarhorn,Laysan Albatross,Phoebastria immutabilis,Emergency Inpatients,Male,50-59,2018-04-01,26,4376,807
Finsteraarhorn,Finsteraarhorn,Laysan Albatross,Phoebastria immutabilis,Emergency Inpatients,Male,50-59,2018-07-01,24,3796,859
Finsteraarhorn,Finsteraarhorn,Laysan Albatross,Phoebastria immutabilis,Emergency Inpatients,Male,50-59,2018-10-01,24,4051,906
Dykh-Tau,Dykh-Tau,Streaked Shearwater,Calonectris leucomelas,All Daycases,Male,90+,2018-04-01,5,8,3
Dykh-Tau,Dykh-Tau,Streaked Shearwater,Calonectris leucomelas,All Daycases,Male,90+,2018-07-01,2,5,9
Dykh-Tau,Dykh-Tau,Streaked Shearwater,Calonectris leucomelas,All Daycases,Male,90+,2018-10-01,1,8,3
Rimpfischhorn,Rimpfischhorn,Wedge-rumped Storm-Petrel,Oceanodroma tethys,All Daycases,Male,10-19,2018-04-01,5,2,415
Rimpfischhorn,Rimpfischhorn,Wedge-rumped Storm-Petrel,Oceanodroma tethys,All Daycases,Male,10-19,2018-07-01,2,0,400
Rimpfischhorn,Rimpfischhorn,Wedge-rumped Storm-Petrel,Oceanodroma tethys,All Daycases,Male,10-19,2018-10-01,6,2,380
Matterhorn,Matterhorn,Wedge-rumped Storm-Petrel,Oceanodroma tethys,All Daycases,Male,80-89,2018-04-01,6,13,428
Matterhorn,Matterhorn,Wedge-rumped Storm-Petrel,Oceanodroma tethys,All Daycases,Male,80-89,2018-07-01,2,13,438
Matterhorn,Matterhorn,Wedge-rumped Storm-Petrel,Oceanodroma tethys,All Daycases,Male,80-89,2018-10-01,0,14,438
Dom,Dom,Clark's Grebe,Aechmophorus clarkii,Emergency Inpatients,Male,10-19,2018-04-01,4,212,94
Dom,Dom,Clark's Grebe,Aechmophorus clarkii,Emergency Inpatients,Male,10-19,2018-07-01,5,246,81
Dom,Dom,Clark's Grebe,Aechmophorus clarkii,Emergency Inpatients,Male,10-19,2018-10-01,7,212,88
Mont Blanc,Mont Blanc,Black-capped Petrel,Pterodroma hasitata,Elective Inpatients,Male,20-29,2018-04-01,3,187,128
Mont Blanc,Mont Blanc,Black-capped Petrel,Pterodroma hasitata,Elective Inpatients,Male,20-29,2018-07-01,6,175,136
Mont Blanc,Mont Blanc,Black-capped Petrel,Pterodroma hasitata,Elective Inpatients,Male,20-29,2018-10-01,5,207,121
Dent Blanche,Dent Blanche,Black-browed Albatross,Thalassarche melanophris,All Daycases,Male,70-79,2018-04-01,5,21,1647
Dent Blanche,Dent Blanche,Black-browed Albatross,Thalassarche melanophris,All Daycases,Male,70-79,2018-07-01,9,19,1706
Dent Blanche,Dent Blanche,Black-browed Albatross,Thalassarche melanophris,All Daycases,Male,70-79,2018-10-01,2,20,1728
Matterhorn,Matterhorn,Little Shearwater,Puffinus assimilis,Emergency Inpatients,Female,10-19,2018-04-01,0,460,122
Matterhorn,Matterhorn,Little Shearwater,Puffinus assimilis,Emergency Inpatients,Female,10-19,2018-07-01,5,452,111
Matterhorn,Matterhorn,Little Shearwater,Puffinus assimilis,Emergency Inpatients,Female,10-19,2018-10-01,1,494,119
Grand Combin,Grand Combin,Flesh-footed Shearwater,Puffinus carneipes,All Daycases,Female,50-59,2018-04-01,3,30,4973
Grand Combin,Grand Combin,Flesh-footed Shearwater,Puffinus carneipes,All Daycases,Female,50-59,2018-07-01,0,35,5019
Grand Combin,Grand Combin,Flesh-footed Shearwater,Puffinus carneipes,All Daycases,Female,50-59,2018-10-01,7,35,5706
Grandes Jorasses,Grandes Jorasses,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Female,40-49,2018-04-01,16,5105,1616
Grandes Jorasses,Grandes Jorasses,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Female,40-49,2018-07-01,16,5055,1483
Grandes Jorasses,Grandes Jorasses,White-chinned Petrel,Procellaria aequinoctialis,Emergency Inpatients,Female,40-49,2018-10-01,16,5765,1349
Grandes Jorasses,Grandes Jorasses,Sooty Shearwater,Puffinus griseus,Emergency Inpatients,Male,70-79,2018-04-01,31,19271,2791
Grandes Jorasses,Grandes Jorasses,Sooty Shearwater,Puffinus griseus,Emergency Inpatients,Male,70-79,2018-07-01,32,21285,2719
Grandes Jorasses,Grandes Jorasses,Sooty Shearwater,Puffinus griseus,Emergency Inpatients,Male,70-79,2018-10-01,28,21448,2735
Matterhorn,Matterhorn,Black-footed Albatross,Phoebastria nigripes,All Daycases,Male,80-89,2018-04-01,6,13,384
Matterhorn,Matterhorn,Black-footed Albatross,Phoebastria nigripes,All Daycases,Male,80-89,2018-07-01,1,14,441
Matterhorn,Matterhorn,Black-footed Albatross,Phoebastria nigripes,All Daycases,Male,80-89,2018-10-01,5,14,389
Grand Combin,Grand Combin,Short-tailed Shearwater,Puffinus tenuirostris,Emergency Inpatients,Male,70-79,2018-04-01,70,62124,7334
Grand Combin,Grand Combin,Short-tailed Shearwater,Puffinus tenuirostris,Emergency Inpatients,Male,70-79,2018-07-01,64,56776,8444
Grand Combin,Grand Combin,Short-tailed Shearwater,Puffinus tenuirostris,Emergency Inpatients,Male,70-79,2018-10-01,67,64898,8667
Weisshorn,Weisshorn,Horned Grebe,Podiceps auritus,All Daycases,Female,80-89,2018-04-01,6,16,653
Weisshorn,Weisshorn,Horned Grebe,Podiceps auritus,All Daycases,Female,80-89,2018-07-01,3,16,724
Weisshorn,Weisshorn,Horned Grebe,Podiceps auritus,All Daycases,Female,80-89,2018-10-01,2,15,701
Rimpfischhorn,Rimpfischhorn,Ashy Storm-Petrel,Oceanodroma homochroa,All Daycases,Female,0-9,2018-04-01,3,9,256
Rimpfischhorn,Rimpfischhorn,Ashy Storm-Petrel,Oceanodroma homochroa,All Daycases,Female,0-9,2018-07-01,6,6,242
Rimpfischhorn,Rimpfischhorn,Ashy Storm-Petrel,Oceanodroma homochroa,All Daycases,Female,0-9,2018-10-01,5,0,248
Mont Blanc,Mont Blanc,Black-vented Shearwater,Puffinus opisthomelas,All Daycases,Male,30-39,2018-04-01,7,8,599
Mont Blanc,Mont Blanc,Black-vented Shearwater,Puffinus opisthomelas,All Daycases,Male,30-39,2018-07-01,7,4,525
Mont Blanc,Mont Blanc,Black-vented Shearwater,Puffinus opisthomelas,All Daycases,Male,30-39,2018-10-01,6,6,554
Grandes Jorasses,Grandes Jorasses,Yellow-billed Loon,Gavia adamsii,All Daycases,Female,50-59,2018-04-01,6,6,2082
Grandes Jorasses,Grandes Jorasses,Yellow-billed Loon,Gavia adamsii,All Daycases,Female,50-59,2018-07-01,5,1,2161
Grandes Jorasses,Grandes Jorasses,Yellow-billed Loon,Gavia adamsii,All Daycases,Female,50-59,2018-10-01,8,3,1901
Rimpfischhorn,Rimpfischhorn,Shy Albatross,Thalassarche cauta,Elective Inpatients,Male,40-49,2018-04-01,5,967,415
Rimpfischhorn,Rimpfischhorn,Shy Albatross,Thalassarche cauta,Elective Inpatients,Male,40-49,2018-07-01,3,853,443
Rimpfischhorn,Rimpfischhorn,Shy Albatross,Thalassarche cauta,Elective Inpatients,Male,40-49,2018-10-01,7,902,417
Rimpfischhorn,Rimpfischhorn,Black-vented Shearwater,Puffinus opisthomelas,Elective Inpatients,Male,20-29,2018-04-01,2,353,235
Rimpfischhorn,Rimpfischhorn,Black-vented Shearwater,Puffinus opisthomelas,Elective Inpatients,Male,20-29,2018-07-01,7,395,250
Rimpfischhorn,Rimpfischhorn,Black-vented Shearwater,Puffinus opisthomelas,Elective Inpatients,Male,20-29,2018-10-01,2,385,227
Matterhorn,Matterhorn,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Female,30-39,2018-04-01,9,1741,320
Matterhorn,Matterhorn,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Female,30-39,2018-07-01,5,1809,318
Matterhorn,Matterhorn,Northern Fulmar,Fulmarus glacialis,Emergency Inpatients,Female,30-39,2018-10-01,0,1649,310
Grand Combin,Grand Combin,Fork-tailed Storm-Petrel,Oceanodroma furcata,Emergency Inpatients,Male,90+,2018-04-01,92,21787,1035
Grand Combin,Grand Combin,Fork-tailed Storm-Petrel,Oceanodroma furcata,Emergency Inpatients,Male,90+,2018-07-01,101,21410,900
Grand Combin,Grand Combin,Fork-tailed Storm-Petrel,Oceanodroma furcata,Emergency Inpatients,Male,90+,2018-10-01,98,24193,974
Finsteraarhorn,Finsteraarhorn,Red-necked Grebe,Podiceps grisegena,All Daycases,Female,30-39,2018-04-01,8,9,363
Finsteraarhorn,Finsteraarhorn,Red-necked Grebe,Podiceps grisegena,All Daycases,Female,30-39,2018-07-01,6,7,355
Finsteraarhorn,Finsteraarhorn,Red-necked Grebe,Podiceps grisegena,All Daycases,Female,30-39,2018-10-01,8,8,328
Matterhorn,Matterhorn,Wedge-tailed Shearwater,Puffinus pacificus,Elective Inpatients,Male,30-39,2018-04-01,3,165,68
Matterhorn,Matterhorn,Wedge-tailed Shearwater,Puffinus pacificus,Elective Inpatients,Male,30-39,2018-07-01,6,160,67
Matterhorn,Matterhorn,Wedge-tailed Shearwater,Puffinus pacificus,Elective Inpatients,Male,30-39,2018-10-01,4,167,74
Grand Combin,Grand Combin,Black-footed Albatross,Phoebastria nigripes,All Daycases,Male,0-9,2018-04-01,0,6,504
Grand Combin,Grand Combin,Black-footed Albatross,Phoebastria nigripes,All Daycases,Male,0-9,2018-07-01,6,8,567
Grand Combin,Grand Combin,Black-footed Albatross,Phoebastria nigripes,All Daycases,Male,0-9,2018-10-01,6,5,523
Weisshorn,Weisshorn,Least Grebe,Tachybaptus dominicus,Elective Inpatients,Female,80-89,2018-04-01,3,1579,193
Weisshorn,Weisshorn,Least Grebe,Tachybaptus dominicus,Elective Inpatients,Female,80-89,2018-07-01,4,1655,217
Weisshorn,Weisshorn,Least Grebe,Tachybaptus dominicus,Elective Inpatients,Female,80-89,2018-10-01,8,1528,225
Grand Combin,Grand Combin,Manx Shearwater,Puffinus puffinus,All Daycases,Female,10-19,2018-04-01,6,2,957
Grand Combin,Grand Combin,Manx Shearwater,Puffinus puffinus,All Daycases,Female,10-19,2018-07-01,0,1,847
Grand Combin,Grand Combin,Manx Shearwater,Puffinus puffinus,All Daycases,Female,10-19,2018-10-01,0,1,857
Mont Blanc,Mont Blanc,Arctic Loon,Gavia arctica,All Daycases,Female,20-29,2018-04-01,3,7,441
Mont Blanc,Mont Blanc,Arctic Loon,Gavia arctica,All Daycases,Female,20-29,2018-07-01,5,9,463
Mont Blanc,Mont Blanc,Arctic Loon,Gavia arctica,All Daycases,Female,20-29,2018-10-01,7,7,466
Rimpfischhorn,Rimpfischhorn,Pink-footed Shearwater,Puffinus creatopus,Elective Inpatients,Male,20-29,2018-04-01,0,394,237
Rimpfischhorn,Rimpfischhorn,Pink-footed Shearwater,Puffinus creatopus,Elective Inpatients,Male,20-29,2018-07-01,9,381,256
Rimpfischhorn,Rimpfischhorn,Pink-footed Shearwater,Puffinus creatopus,Elective Inpatients,Male,20-29,2018-10-01,9,380,258
Monte Rosa,Monte Rosa,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Male,80-89,2018-04-01,18,4235,254
Monte Rosa,Monte Rosa,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Male,80-89,2018-07-01,19,4877,303
Monte Rosa,Monte Rosa,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Male,80-89,2018-10-01,19,4818,285
Grand Combin,Grand Combin,Laysan Albatross,Phoebastria immutabilis,All Daycases,Male,20-29,2018-04-01,8,1,1899
Grand Combin,Grand Combin,Laysan Albatross,Phoebastria immutabilis,All Daycases,Male,20-29,2018-07-01,0,0,1607
Grand Combin,Grand Combin,Laysan Albatross,Phoebastria immutabilis,All Daycases,Male,20-29,2018-10-01,1,7,1694
Dent Blanche,Dent Blanche,Audubon's Shearwater,Puffinus lherminieri,Emergency Inpatients,Male,80-89,2018-04-01,36,20372,1167
Dent Blanche,Dent Blanche,Audubon's Shearwater,Puffinus lherminieri,Emergency Inpatients,Male,80-89,2018-07-01,39,20802,1238
Dent Blanche,Dent Blanche,Audubon's Shearwater,Puffinus lherminieri,Emergency Inpatients,Male,80-89,2018-10-01,35,21124,1286
Finsteraarhorn,Finsteraarhorn,Wilson's Storm-Petrel,Oceanites oceanicus,Emergency Inpatients,Male,80-89,2018-04-01,47,10660,675
Finsteraarhorn,Finsteraarhorn,Wilson's Storm-Petrel,Oceanites oceanicus,Emergency Inpatients,Male,80-89,2018-07-01,49,11319,674
Finsteraarhorn,Finsteraarhorn,Wilson's Storm-Petrel,Oceanites oceanicus,Emergency Inpatients,Male,80-89,2018-10-01,53,10474,613
Shkhara,Shkhara,Mottled Petrel,Pterodroma inexpectata,All Daycases,Female,90+,2018-04-01,2,9,167
Shkhara,Shkhara,Mottled Petrel,Pterodroma inexpectata,All Daycases,Female,90+,2018-07-01,2,6,171
Shkhara,Shkhara,Mottled Petrel,Pterodroma inexpectata,All Daycases,Female,90+,2018-10-01,7,4,150
Grandes Jorasses,Grandes Jorasses,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Female,10-19,2018-04-01,6,871,445
Grandes Jorasses,Grandes Jorasses,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Female,10-19,2018-07-01,3,841,436
Grandes Jorasses,Grandes Jorasses,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Female,10-19,2018-10-01,2,819,418
Mont Blanc,Mont Blanc,Northern Fulmar,Fulmarus glacialis,Elective Inpatients,Female,20-29,2018-04-01,6,208,123
Mont Blanc,Mont Blanc,Northern Fulmar,Fulmarus glacialis,Elective Inpatients,Female,20-29,2018-07-01,5,222,130
Mont Blanc,Mont Blanc,Northern Fulmar,Fulmarus glacialis,Elective Inpatients,Female,20-29,2018-10-01,4,198,128
Grand Combin,Grand Combin,Yellow-billed Loon,Gavia adamsii,Emergency Inpatients,Male,70-79,2018-04-01,70,58196,7190
Grand Combin,Grand Combin,Yellow-billed Loon,Gavia adamsii,Emergency Inpatients,Male,70-79,2018-07-01,63,63344,7456
Grand Combin,Grand Combin,Yellow-billed Loon,Gavia adamsii,Emergency Inpatients,Male,70-79,2018-10-01,71,55944,7188
